x_mm,y_mm,thickness_mm
3.061224489795918302e+01,1.230769230769230944e+02,1.500000000000000000e+00
3.061224489795918302e+01,1.282051282051282044e+02,1.500000000000000000e+00
3.061224489795918302e+01,1.333333333333333428e+02,1.500000000000000000e+00
3.061224489795918302e+01,1.384615384615384812e+02,1.500000000000000000e+00
3.061224489795918302e+01,1.435897435897435912e+02,1.500000000000000000e+00
3.061224489795918302e+01,1.487179487179487296e+02,1.500000000000000000e+00
3.061224489795918302e+01,1.538461538461538680e+02,1.500000000000000000e+00
3.061224489795918302e+01,1.589743589743589780e+02,1.500000000000000000e+00
3.061224489795918302e+01,1.641025641025641164e+02,1.500000000000000000e+00
3.061224489795918302e+01,1.692307692307692548e+02,1.500000000000000222e+00
3.061224489795918302e+01,1.743589743589743648e+02,1.500000000000005551e+00
3.061224489795918302e+01,1.794871794871795032e+02,1.500000000000466516e+00
3.061224489795918302e+01,1.846153846153846416e+02,1.500000000168005831e+00
3.061224489795918302e+01,1.897435897435897516e+02,1.500000238864905411e+00
3.061224489795918302e+01,1.948717948717948900e+02,1.500996271194407816e+00
3.061224489795918302e+01,2.000000000000000000e+02,5.249999999999975131e+00
3.673469387755101678e+01,0.000000000000000000e+00,5.250000000000000888e+00
3.673469387755101678e+01,5.128205128205128638e+00,8.999786499962059594e+00
3.673469387755101678e+01,1.025641025641025728e+01,8.999999995700230571e+00
3.673469387755101678e+01,1.538461538461538680e+01,8.999999999999950262e+00
3.673469387755101678e+01,2.051282051282051455e+01,9.000000000000001776e+00
3.673469387755101678e+01,2.564102564102564230e+01,9.000000000000001776e+00
3.673469387755101678e+01,3.076923076923077360e+01,9.000000000000001776e+00
3.673469387755101678e+01,3.589743589743589780e+01,9.000000000000001776e+00
3.673469387755101678e+01,4.102564102564102910e+01,9.000000000000001776e+00
3.673469387755101678e+01,4.615384615384616041e+01,9.000000000000001776e+00
3.673469387755101678e+01,5.128205128205128460e+01,9.000000000000001776e+00
3.673469387755101678e+01,5.641025641025641590e+01,9.000000000000001776e+00
3.673469387755101678e+01,6.153846153846154721e+01,9.000000000000001776e+00
3.673469387755101678e+01,6.666666666666667140e+01,9.000000000000001776e+00
3.673469387755101678e+01,7.179487179487179560e+01,9.000000000000001776e+00
3.673469387755101678e+01,7.692307692307693401e+01,8.999999926948120788e+00
3.673469387755101678e+01,8.205128205128205821e+01,1.656712597349873528e+00
3.673469387755101678e+01,8.717948717948718240e+01,1.500000000073551831e+00
3.673469387755101678e+01,9.230769230769232081e+01,1.500000000000000000e+00
3.673469387755101678e+01,9.743589743589744501e+01,1.500000000000000000e+00
3.673469387755101678e+01,1.025641025641025692e+02,1.500000000000000000e+00
3.673469387755101678e+01,1.076923076923077076e+02,1.500000000000000000e+00
3.673469387755101678e+01,1.128205128205128318e+02,1.500000000000000000e+00
3.673469387755101678e+01,1.179487179487179560e+02,1.500000000000000000e+00
3.673469387755101678e+01,1.230769230769230944e+02,1.500000000000000000e+00
3.673469387755101678e+01,1.282051282051282044e+02,1.500000000000000000e+00
3.673469387755101678e+01,1.333333333333333428e+02,1.500000000000000000e+00
3.673469387755101678e+01,1.384615384615384812e+02,1.500000000000000000e+00
3.673469387755101678e+01,1.435897435897435912e+02,1.500000000000000000e+00
3.673469387755101678e+01,1.487179487179487296e+02,1.500000000000000000e+00
3.673469387755101678e+01,1.538461538461538680e+02,1.500000000000000000e+00
3.673469387755101678e+01,1.589743589743589780e+02,1.500000000000000000e+00
3.673469387755101678e+01,1.641025641025641164e+02,1.500000000000000000e+00
3.673469387755101678e+01,1.692307692307692548e+02,1.500000000000000222e+00
3.673469387755101678e+01,1.743589743589743648e+02,1.500000000000001110e+00
3.673469387755101678e+01,1.794871794871795032e+02,1.500000000000049516e+00
3.673469387755101678e+01,1.846153846153846416e+02,1.500000000015913715e+00
3.673469387755101678e+01,1.897435897435897516e+02,1.500000034752543066e+00
3.673469387755101678e+01,1.948717948717948900e+02,1.500338878983068280e+00
3.673469387755101678e+01,2.000000000000000000e+02,5.249999999999972466e+00
4.285714285714285410e+01,0.000000000000000000e+00,5.250000000000000888e+00
4.285714285714285410e+01,5.128205128205128638e+00,8.999534491983983031e+00
4.285714285714285410e+01,1.025641025641025728e+01,8.999999982710553681e+00
4.285714285714285410e+01,1.538461538461538680e+01,8.999999999999729994e+00
4.285714285714285410e+01,2.051282051282051455e+01,9.000000000000001776e+00
4.285714285714285410e+01,2.564102564102564230e+01,9.000000000000001776e+00
4.285714285714285410e+01,3.076923076923077360e+01,9.000000000000001776e+00
4.285714285714285410e+01,3.589743589743589780e+01,9.000000000000001776e+00
4.285714285714285410e+01,4.102564102564102910e+01,9.000000000000001776e+00
4.285714285714285410e+01,4.615384615384616041e+01,9.000000000000001776e+00
4.285714285714285410e+01,5.128205128205128460e+01,9.000000000000001776e+00
4.285714285714285410e+01,5.641025641025641590e+01,9.000000000000001776e+00
4.285714285714285410e+01,6.153846153846154721e+01,9.000000000000001776e+00
4.285714285714285410e+01,6.666666666666667140e+01,9.000000000000001776e+00
4.285714285714285410e+01,7.179487179487179560e+01,9.000000000000001776e+00
4.285714285714285410e+01,7.692307692307693401e+01,8.999999931884898885e+00
4.285714285714285410e+01,8.205128205128205821e+01,1.561002983307625991e+00
4.285714285714285410e+01,8.717948717948718240e+01,1.500000000014275248e+00
4.285714285714285410e+01,9.230769230769232081e+01,1.500000000000000000e+00
4.285714285714285410e+01,9.743589743589744501e+01,1.500000000000000000e+00
4.285714285714285410e+01,1.025641025641025692e+02,1.500000000000000000e+00
4.285714285714285410e+01,1.076923076923077076e+02,1.500000000000000000e+00
4.285714285714285410e+01,1.128205128205128318e+02,1.500000000000000000e+00
4.285714285714285410e+01,1.179487179487179560e+02,1.500000000000000000e+00
4.285714285714285410e+01,1.230769230769230944e+02,1.500000000000000000e+00
4.285714285714285410e+01,1.282051282051282044e+02,1.500000000000000000e+00
4.285714285714285410e+01,1.333333333333333428e+02,1.500000000000000000e+00
4.285714285714285410e+01,1.384615384615384812e+02,1.500000000000000000e+00
4.285714285714285410e+01,1.435897435897435912e+02,1.500000000000009770e+00
4.285714285714285410e+01,1.487179487179487296e+02,1.500000000000102807e+00
4.285714285714285410e+01,1.538461538461538680e+02,1.500000000000119016e+00
4.285714285714285410e+01,1.589743589743589780e+02,1.500000000000030642e+00
4.285714285714285410e+01,1.641025641025641164e+02,1.500000000000004885e+00
4.285714285714285410e+01,1.692307692307692548e+02,1.500000000000001332e+00
4.285714285714285410e+01,1.743589743589743648e+02,1.500000000000001776e+00
4.285714285714285410e+01,1.794871794871795032e+02,1.500000000000021982e+00
4.285714285714285410e+01,1.846153846153846416e+02,1.500000000004040324e+00
4.285714285714285410e+01,1.897435897435897516e+02,1.500000009330279660e+00
4.285714285714285410e+01,1.948717948717948900e+02,1.500154380978805158e+00
4.285714285714285410e+01,2.000000000000000000e+02,5.249999999999968914e+00
4.897959183673469141e+01,0.000000000000000000e+00,5.250000000000000888e+00
4.897959183673469141e+01,5.128205128205128638e+00,8.998302892984920476e+00
4.897959183673469141e+01,1.025641025641025728e+01,8.999999803572986679e+00
4.897959183673469141e+01,1.538461538461538680e+01,8.999999999992798649e+00
4.897959183673469141e+01,2.051282051282051455e+01,9.000000000000001776e+00
4.897959183673469141e+01,2.564102564102564230e+01,9.000000000000001776e+00
4.897959183673469141e+01,3.076923076923077360e+01,9.000000000000001776e+00
4.897959183673469141e+01,3.589743589743589780e+01,9.000000000000001776e+00
4.897959183673469141e+01,4.102564102564102910e+01,9.000000000000001776e+00
4.897959183673469141e+01,4.615384615384616041e+01,9.000000000000001776e+00
4.897959183673469141e+01,5.128205128205128460e+01,9.000000000000001776e+00
4.897959183673469141e+01,5.641025641025641590e+01,9.000000000000001776e+00
4.897959183673469141e+01,6.153846153846154721e+01,9.000000000000001776e+00
4.897959183673469141e+01,6.666666666666667140e+01,9.000000000000001776e+00
4.897959183673469141e+01,7.179487179487179560e+01,9.000000000000001776e+00
4.897959183673469141e+01,7.692307692307693401e+01,8.999999841346065566e+00
4.897959183673469141e+01,8.205128205128205821e+01,1.530508322357069462e+00
4.897959183673469141e+01,8.717948717948718240e+01,1.500000000012156942e+00
4.897959183673469141e+01,9.230769230769232081e+01,1.500000000000000000e+00
4.897959183673469141e+01,9.743589743589744501e+01,1.500000000000000000e+00
4.897959183673469141e+01,1.025641025641025692e+02,1.500000000000000000e+00
4.897959183673469141e+01,1.076923076923077076e+02,1.500000000000000000e+00
4.897959183673469141e+01,1.128205128205128318e+02,1.500000000000000000e+00
4.897959183673469141e+01,1.179487179487179560e+02,1.500000000000000000e+00
4.897959183673469141e+01,1.230769230769230944e+02,1.500000000000000000e+00
4.897959183673469141e+01,1.282051282051282044e+02,1.500000000000000222e+00
4.897959183673469141e+01,1.333333333333333428e+02,1.500000000003067546e+00
4.897959183673469141e+01,1.384615384615384812e+02,1.500000003412369720e+00
4.897959183673469141e+01,1.435897435897435912e+02,1.500000168232472619e+00
4.897959183673469141e+01,1.487179487179487296e+02,1.500000308953296502e+00
4.897959183673469141e+01,1.538461538461538680e+02,1.500000032832542685e+00
4.897959183673469141e+01,1.589743589743589780e+02,1.500000000523780574e+00
4.897959183673469141e+01,1.641025641025641164e+02,1.500000000004537259e+00
4.897959183673469141e+01,1.692307692307692548e+02,1.500000000000085709e+00
4.897959183673469141e+01,1.743589743589743648e+02,1.500000000000012434e+00
4.897959183673469141e+01,1.794871794871795032e+02,1.500000000000033307e+00
4.897959183673469141e+01,1.846153846153846416e+02,1.500000000002490896e+00
4.897959183673469141e+01,1.897435897435897516e+02,1.500000004445626978e+00
4.897959183673469141e+01,1.948717948717948900e+02,1.500093193524087098e+00
4.897959183673469141e+01,2.000000000000000000e+02,5.249999999999967137e+00
5.510204081632652873e+01,0.000000000000000000e+00,5.250000000000000888e+00
5.510204081632652873e+01,5.128205128205128638e+00,8.992122536918108366e+00
5.510204081632652873e+01,1.025641025641025728e+01,8.999996220050290319e+00
5.510204081632652873e+01,1.538461538461538680e+01,8.999999999536028028e+00
5.510204081632652873e+01,2.051282051282051455e+01,8.999999999999991118e+00
5.510204081632652873e+01,2.564102564102564230e+01,9.000000000000001776e+00
5.510204081632652873e+01,3.076923076923077360e+01,9.000000000000001776e+00
5.510204081632652873e+01,3.589743589743589780e+01,9.000000000000001776e+00
5.510204081632652873e+01,4.102564102564102910e+01,9.000000000000001776e+00
5.510204081632652873e+01,4.615384615384616041e+01,9.000000000000001776e+00
5.510204081632652873e+01,5.128205128205128460e+01,9.000000000000001776e+00
5.510204081632652873e+01,5.641025641025641590e+01,9.000000000000001776e+00
5.510204081632652873e+01,6.153846153846154721e+01,9.000000000000001776e+00
5.510204081632652873e+01,6.666666666666667140e+01,9.000000000000001776e+00
5.510204081632652873e+01,7.179487179487179560e+01,9.000000000000001776e+00
5.510204081632652873e+01,7.692307692307693401e+01,8.999999193295948885e+00
5.510204081632652873e+01,8.205128205128205821e+01,1.524881697743181164e+00
5.510204081632652873e+01,8.717948717948718240e+01,1.500000000061765260e+00
5.510204081632652873e+01,9.230769230769232081e+01,1.500000000000000000e+00
5.510204081632652873e+01,9.743589743589744501e+01,1.500000000000000000e+00
5.510204081632652873e+01,1.025641025641025692e+02,1.500000000000000000e+00
5.510204081632652873e+01,1.076923076923077076e+02,1.500000000000000000e+00
5.510204081632652873e+01,1.128205128205128318e+02,1.500000000000000000e+00
5.510204081632652873e+01,1.179487179487179560e+02,1.500000000000000000e+00
5.510204081632652873e+01,1.230769230769230944e+02,1.500000000004965361e+00
5.510204081632652873e+01,1.282051282051282044e+02,1.500000568964522607e+00
